1,1813,acknowledge_fortune,1
1,1813,fortune_good,1
1,1813,good_man,1
1,1813,man_must,1
1,1813,must_possession,1
1,1813,possession_single,1
1,1813,single_truth,1
1,1813,truth_universally,1
1,1813,universally_want,1
1,1813,want_wife,1
10,1847,be_day,1
10,1847,day_have,1
10,1847,have_hour,1
10,1847,hour_indeed,1
10,1847,indeed_leafless,1
10,1847,leafless_morning,1
10,1847,morning_no,1
10,1847,no_possibility,1
10,1847,possibility_shrubbery,1
10,1847,shrubbery_take,1
10,1847,take_there,1
10,1847,there_walk,1
10,1847,walk_wander,1
10,1847,wander_we,1
2,1851,ago_call,1
2,1851,call_have,1
2,1851,have_how,1
2,1851,how_ishmael,1
2,1851,ishmael_little,1
2,1851,little_long,1
2,1851,long_mind,1
2,1851,mind_money,1
2,1851,money_my,1
2,1851,my_never,1
2,1851,never_no,1
2,1851,no_or,1
2,1851,or_precisely,1
2,1851,precisely_purse,1
2,1851,purse_some,1
2,1851,some_year,1
3,1850,bearded_building,1
3,1850,building_colored,1
3,1850,colored_crown,1
3,1850,crown_front,1
3,1850,front_garment,1
3,1850,garment_gray,1
3,1850,gray_hat,1
3,1850,hat_man,1
3,1850,man_sad,1
3,1850,sad_stand,1
3,1850,stand_steeple,1
3,1850,steeple_throng,1
3,1850,throng_wooden,1
4,1859,age_bad,1
4,1859,bad_foolishness,1
4,1859,foolishness_good,1
4,1859,good_time,1
4,1859,time_wisdom,1
5,1818,accompany_commencement,1
5,1818,commencement_disaster,1
5,1818,disaster_enterprise,1
5,1818,enterprise_evil,1
5,1818,evil_foreboding,1
5,1818,foreboding_have,1
5,1818,have_hear,1
5,1818,hear_no,1
5,1818,no_regard,1
5,1818,regard_rejoice,1
5,1818,rejoice_such,1
5,1818,such_which,1
5,1818,which_will,1
6,1897,arrive_bistritz,1
6,1897,bistritz_but,1
6,1897,but_early,1
6,1897,early_hour,1
6,1897,hour_late,1
6,1897,late_left,1
6,1897,left_may,1
6,1897,may_morning,1
6,1897,morning_munich,1
6,1897,munich_next,1
6,1897,next_should,1
6,1897,should_train,1
6,1897,train_vienna,1
7,1861,be_both,1
7,1861,both_christian,1
7,1861,christian_could,1
7,1861,could_explicit,1
7,1861,explicit_family,1
7,1861,family_father,1
7,1861,father_infant,1
7,1861,infant_long,1
7,1861,long_make,1
7,1861,make_more,1
7,1861,more_my,1
7,1861,my_name,1
7,1861,name_nothing,1
7,1861,nothing_or,1
7,1861,or_philip,1
7,1861,philip_pip,1
7,1861,pip_pirrip,1
7,1861,pirrip_than,1
7,1861,than_tongue,1
8,1869,be_buonaparte,1
8,1869,buonaparte_but,1
8,1869,but_don,1
8,1869,don_estate,1
8,1869,estate_family,1
8,1869,family_genoa,1
8,1869,genoa_if,1
8,1869,if_just,1
8,1869,just_lucca,1
8,1869,lucca_mean,1
8,1869,mean_now,1
8,1869,now_prince,1
8,1869,prince_so,1
8,1869,so_tell,1
8,1869,tell_war,1
8,1869,war_warn,1
8,1869,warn_well,1
9,1866,bridge_come,1
9,1866,come_early,1
9,1866,early_evening,1
9,1866,evening_exceptionally,1
9,1866,exceptionally_garret,1
9,1866,garret_hesitation,1
9,1866,hesitation_hot,1
9,1866,hot_july,1
9,1866,july_lodge,1
9,1866,lodge_man,1
9,1866,man_out,1
9,1866,out_place,1
9,1866,place_slowly,1
9,1866,slowly_though,1
9,1866,though_towards,1
9,1866,towards_walk,1
9,1866,walk_which,1
9,1866,which_young,1
